,ID,Age,Gender,Sentence_Number,Shown_Word,Reading_time,Condition,Count,Trigger
0,Participant1,23,Female,1,He,0.8373843003064394,logical,13,201
1,Participant1,23,Female,1,wanted,0.4846046008169651,logical,14,202
2,Participant1,23,Female,1,to,0.495371799916029,logical,15,203
3,Participant1,23,Female,1,hear,0.49358479864895344,logical,16,204
4,Participant1,23,Female,1,the,0.4072842989116907,logical,17,205
5,Participant1,23,Female,1,"news,",0.4382612984627485,logical,18,206
6,Participant1,23,Female,1,so,0.445890000090003,logical,19,207
7,Participant1,23,Female,1,he,0.4955439008772373,logical,20,208
8,Participant1,23,Female,1,turned,0.487075699493289,logical,21,209
9,Participant1,23,Female,1,the,0.4393048007041216,logical,22,210
10,Participant1,23,Female,1,radio,0.44659730046987534,logical,23,211
11,Participant1,23,Female,1,off,0.4795746002346277,logical,24,2
12,Participant1,23,Female,2,She,0.5423412993550301,semantic,25,301
13,Participant1,23,Female,2,read,0.46331140026450157,semantic,26,302
14,Participant1,23,Female,2,a,0.4872054997831583,semantic,27,303
15,Participant1,23,Female,2,"book,",0.49355180002748966,semantic,28,304
16,Participant1,23,Female,2,so,0.4233346004039049,semantic,29,305
17,Participant1,23,Female,2,she,0.5351133998483419,semantic,30,306
18,Participant1,23,Female,2,could,0.5027456991374493,semantic,31,307
19,Participant1,23,Female,2,discuss,0.4854482002556324,semantic,32,308
20,Participant1,23,Female,2,it,0.5113602001219988,semantic,33,309
21,Participant1,23,Female,2,with,0.40691239945590496,semantic,34,310
22,Participant1,23,Female,2,her,0.4392848014831543,semantic,35,311
23,Participant1,23,Female,2,income,0.446883300319314,semantic,36,3
24,Participant1,23,Female,3,She,0.46755759976804256,logical,37,201
25,Participant1,23,Female,3,had,0.40394589863717556,logical,38,202
26,Participant1,23,Female,3,been,0.4394269995391369,logical,39,203
27,Participant1,23,Female,3,working,0.4057760015130043,logical,40,204
28,Participant1,23,Female,3,out,0.40750810131430626,logical,41,205
29,Participant1,23,Female,3,for,0.4074597992002964,logical,42,206
30,Participant1,23,Female,3,"months,",0.41524190083146095,logical,43,207
31,Participant1,23,Female,3,so,0.38983429968357086,logical,44,208
32,Participant1,23,Female,3,she,0.4379360005259514,logical,45,209
33,Participant1,23,Female,3,felt,0.41510980017483234,logical,46,210
34,Participant1,23,Female,3,weak,0.47070160135626793,logical,47,2
35,Participant1,23,Female,4,She,0.5355072002857924,logical,48,201
36,Participant1,23,Female,4,closed,0.47883900068700314,logical,49,202
37,Participant1,23,Female,4,her,0.42305189929902554,logical,50,203
38,Participant1,23,Female,4,book,0.4537470992654562,logical,51,204
39,Participant1,23,Female,4,so,0.4634867012500763,logical,52,205
40,Participant1,23,Female,4,that,0.4232379999011755,logical,53,206
41,Participant1,23,Female,4,she,0.44693109951913357,logical,54,207
42,Participant1,23,Female,4,could,0.4392240010201931,logical,55,208
43,Participant1,23,Female,4,read,0.45545849949121475,logical,56,2
44,Participant1,23,Female,5,She,0.4377538990229368,logical,57,201
45,Participant1,23,Female,5,caught,0.4462879002094269,logical,58,202
46,Participant1,23,Female,5,a,0.47960139997303486,logical,59,203
47,Participant1,23,Female,5,"cold,",0.47084639966487885,logical,60,204
48,Participant1,23,Female,5,so,0.4537096992135048,logical,61,205
49,Participant1,23,Female,5,she,0.46358889900147915,logical,62,206
50,Participant1,23,Female,5,had,0.49472719989717007,logical,63,207
51,Participant1,23,Female,5,to,0.42344200052320957,logical,64,208
52,Participant1,23,Female,5,stay,0.45542570017278194,logical,65,209
53,Participant1,23,Female,5,at,0.4627481997013092,logical,66,210
54,Participant1,23,Female,5,school,0.511115899309516,logical,67,2
55,Participant1,23,Female,6,It,0.43292769975960255,semantic,68,301
56,Participant1,23,Female,6,was,0.5109042003750801,semantic,69,302
57,Participant1,23,Female,6,very,0.4289419986307621,semantic,70,303
58,Participant1,23,Female,6,hot,0.5030634999275208,semantic,71,304
59,Participant1,23,Female,6,"outside,",0.5333686005324125,semantic,72,305
60,Participant1,23,Female,6,so,0.47136370092630386,semantic,73,306
61,Participant1,23,Female,6,he,0.47131679952144623,semantic,74,307
62,Participant1,23,Female,6,wore,0.4390555005520582,semantic,75,308
63,Participant1,23,Female,6,a,0.48695689998567104,semantic,76,309
64,Participant1,23,Female,6,seat,0.4555145986378193,semantic,77,3
65,Participant1,23,Female,7,She,0.4741333983838558,semantic,78,301
66,Participant1,23,Female,7,watered,0.5352382995188236,semantic,79,302
67,Participant1,23,Female,7,the,0.4792350996285677,semantic,80,303
68,Participant1,23,Female,7,"plants,",0.5188405010849237,semantic,81,304
69,Participant1,23,Female,7,so,0.5192479006946087,semantic,82,305
70,Participant1,23,Female,7,they,0.47129059955477715,semantic,83,306
71,Participant1,23,Female,7,started,0.5109662991017103,semantic,84,307
72,Participant1,23,Female,7,to,0.47936039976775646,semantic,85,308
73,Participant1,23,Female,7,score,0.47102800011634827,semantic,86,3
74,Participant1,23,Female,8,She,0.5415873005986214,congruent,87,101
75,Participant1,23,Female,8,washed,0.5109234992414713,congruent,88,102
76,Participant1,23,Female,8,her,0.5273113008588552,congruent,89,103
